                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 07:39:42 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.857 V,  17.328 W
 Thu Apr 24 07:39:52 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.713 A,  11.880 V,  17.361 W
 Thu Apr 24 07:40:02 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:40:12 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:40:22 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:40:32 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:40:42 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:40:52 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:41:02 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.713 A,  11.880 V,  17.361 W
 Thu Apr 24 07:41:12 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:41:22 2014, 00:1e:c0:81:71:33,  26.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:41:32 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:41:42 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:41:52 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:42:02 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.713 A,  11.880 V,  17.361 W
 Thu Apr 24 07:42:12 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:42:22 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.903 V,  17.348 W
 Thu Apr 24 07:42:32 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:42:42 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:42:52 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:43:02 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:43:12 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.903 V,  17.361 W
 Thu Apr 24 07:43:22 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:43:32 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:43:42 2014, 00:1e:c0:81:71:33,  26.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:43:52 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.903 V,  17.331 W
 Thu Apr 24 07:44:02 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:44:12 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:44:22 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:44:32 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:44:42 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.903 V,  17.331 W
 Thu Apr 24 07:44:52 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:45:02 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:45:12 2014, 00:1e:c0:81:71:33,  26.3 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 07:45:22 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.713 A,  11.880 V,  17.361 W
 Thu Apr 24 07:45:32 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:45:42 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 07:45:52 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:46:02 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.903 V,   0.710 A,  11.880 V,  17.361 W
 Thu Apr 24 07:46:12 2014, 00:1e:c0:81:71:33,  26.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:46:22 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:46:32 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.880 V,   0.713 A,  11.880 V,  17.374 W
 Thu Apr 24 07:46:42 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:46:52 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:47:02 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:47:12 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:47:22 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:47:32 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.903 V,  17.361 W
 Thu Apr 24 07:47:42 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:47:52 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:48:02 2014, 00:1e:c0:81:71:33,  26.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:48:12 2014, 00:1e:c0:81:71:33,  26.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:48:22 2014, 00:1e:c0:81:71:33,  26.1 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 07:48:32 2014, 00:1e:c0:81:71:33,  26.2 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.903 V,   0.713 A,  11.880 V,  17.332 W
 Thu Apr 24 07:48:42 2014, 00:1e:c0:81:71:33,  26.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:48:52 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:49:02 2014, 00:1e:c0:81:71:33,  26.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:49:12 2014, 00:1e:c0:81:71:33,  26.0 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 07:49:22 2014, 00:1e:c0:81:71:33,  26.1 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.903 V,   0.713 A,  11.880 V,  17.332 W
 Thu Apr 24 07:49:32 2014, 00:1e:c0:81:71:33,  26.4 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 07:49:42 2014, 00:1e:c0:81:71:33,  26.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:49:52 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:50:02 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.710 A,  11.880 V,  17.285 W
 Thu Apr 24 07:50:12 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.710 A,  11.880 V,  17.285 W
 Thu Apr 24 07:50:22 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:50:32 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.713 A,  11.880 V,  17.315 W
 Thu Apr 24 07:50:42 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:50:52 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:51:02 2014, 00:1e:c0:81:71:33,  28.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:51:12 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:51:22 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:51:32 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:51:42 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:51:52 2014, 00:1e:c0:81:71:33,  28.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.880 V,   0.710 A,  11.880 V,  17.344 W
 Thu Apr 24 07:52:02 2014, 00:1e:c0:81:71:33,  28.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.857 V,   0.710 A,  11.880 V,  17.297 W
 Thu Apr 24 07:52:12 2014, 00:1e:c0:81:71:33,  28.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:52:22 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:52:32 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:52:42 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:52:52 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.903 V,   0.710 A,  11.880 V,  17.361 W
 Thu Apr 24 07:53:02 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:53:12 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:53:22 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:53:32 2014, 00:1e:c0:81:71:33,  27.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:53:42 2014, 00:1e:c0:81:71:33,  28.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:53:52 2014, 00:1e:c0:81:71:33,  27.8 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:54:02 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.903 V,  17.331 W
 Thu Apr 24 07:54:12 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:54:22 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:54:32 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 07:54:42 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:54:52 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:55:02 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:55:12 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:55:22 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.745 A,  11.880 V,   0.710 A,  11.880 V,  17.285 W
 Thu Apr 24 07:55:32 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:55:42 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:55:52 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:56:02 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:56:12 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:56:22 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:56:32 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.903 V,  17.331 W
 Thu Apr 24 07:56:42 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:56:52 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:57:02 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:57:12 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 07:57:22 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:57:32 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:57:42 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 07:57:52 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:58:02 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:58:12 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:58:22 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 07:58:32 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:58:42 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:58:52 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:59:02 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.713 A,  11.857 V,  17.345 W
 Thu Apr 24 07:59:12 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:59:22 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 07:59:32 2014, 00:1e:c0:81:71:33,  26.9 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 07:59:42 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.857 V,   0.713 A,  11.880 V,  17.327 W
 Thu Apr 24 07:59:52 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:00:02 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 08:00:12 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:00:22 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:00:32 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.857 V,   0.710 A,  11.880 V,  17.297 W
 Thu Apr 24 08:00:42 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:00:52 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:01:02 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:01:12 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:01:22 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:01:32 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.903 V,  17.361 W
 Thu Apr 24 08:01:42 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:01:52 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:02:02 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:02:12 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:02:22 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 08:02:32 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:02:42 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.880 V,  17.332 W
 Thu Apr 24 08:02:52 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.713 A,  11.880 V,  17.344 W
 Thu Apr 24 08:03:02 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:03:12 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:03:22 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:03:32 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.903 V,   0.710 A,  11.903 V,  17.348 W
 Thu Apr 24 08:03:42 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:03:52 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:04:02 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
 Thu Apr 24 08:04:12 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.880 V,   0.710 A,  11.880 V,  17.315 W
