                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 07:17:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.693 A,  11.880 V,  17.386 W
 Thu Apr 24 07:17:53 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:18:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:18:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.693 A,  11.880 V,  17.386 W
 Thu Apr 24 07:18:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:18:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 07:18:43 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:18:53 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:19:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:19:13 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:19:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:19:33 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:19:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:19:53 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.695 A,  11.880 V,  17.416 W
 Thu Apr 24 07:20:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.903 V,  17.449 W
 Thu Apr 24 07:20:13 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:20:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:20:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.880 V,  17.463 W
 Thu Apr 24 07:20:43 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:20:53 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 07:21:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:21:13 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:21:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:21:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 07:21:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.903 V,   0.693 A,  11.880 V,  17.392 W
 Thu Apr 24 07:21:53 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 07:22:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 07:22:13 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:22:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:22:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:22:43 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.695 A,  11.880 V,  17.404 W
 Thu Apr 24 07:22:53 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:23:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 07:23:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:23:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:23:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:23:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:23:53 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.880 V,  17.451 W
 Thu Apr 24 07:24:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:24:13 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:24:23 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:24:33 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:24:43 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:24:53 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 07:25:03 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:25:13 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:25:23 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:25:33 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.903 V,  17.437 W
 Thu Apr 24 07:25:43 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.880 V,  17.451 W
 Thu Apr 24 07:25:53 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:26:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:26:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:26:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:26:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.880 V,  17.463 W
 Thu Apr 24 07:26:43 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:26:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:27:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:27:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:27:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:27:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 07:27:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:27:53 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:28:03 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:28:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:28:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:28:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 07:28:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 07:28:53 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:29:03 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:29:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.880 V,  17.451 W
 Thu Apr 24 07:29:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:29:33 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:29:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.880 V,  17.463 W
 Thu Apr 24 07:29:53 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.693 A,  11.880 V,  17.386 W
 Thu Apr 24 07:30:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:30:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:30:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:30:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:30:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:30:53 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:31:03 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:31:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.880 V,   0.695 A,  11.880 V,  17.493 W
 Thu Apr 24 07:31:23 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:31:33 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.693 A,  11.880 V,  17.386 W
 Thu Apr 24 07:31:43 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:31:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:32:03 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:32:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:32:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:32:33 2014, 00:1e:c0:81:3a:fa,  27.1 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:32:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.880 V,  17.451 W
 Thu Apr 24 07:32:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 07:33:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:33:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:33:23 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:33:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:33:43 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.693 A,  11.880 V,  17.386 W
 Thu Apr 24 07:33:53 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:34:03 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:34:13 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:34:23 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:34:33 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.903 V,  17.479 W
 Thu Apr 24 07:34:43 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:34:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:35:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:35:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:35:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:35:33 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:35:43 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:35:53 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.857 V,  17.417 W
 Thu Apr 24 07:36:03 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 07:36:13 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:36:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:36:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.903 V,   0.693 A,  11.880 V,  17.392 W
 Thu Apr 24 07:36:43 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:36:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 07:37:03 2014, 00:1e:c0:81:3a:fa,  27.1 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:37:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:37:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.857 V,   0.693 A,  11.880 V,  17.415 W
 Thu Apr 24 07:37:33 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:37:43 2014, 00:1e:c0:81:3a:fa,  27.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:37:53 2014, 00:1e:c0:81:3a:fa,  27.1 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:38:03 2014, 00:1e:c0:81:3a:fa,  27.1 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:38:13 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 07:38:23 2014, 00:1e:c0:81:3a:fa,  27.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:38:33 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:38:43 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:38:53 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:39:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:39:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:39:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:39:33 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:39:43 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:39:53 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 07:40:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:40:13 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:40:23 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:40:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:40:43 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:40:53 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:41:03 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:41:13 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:41:23 2014, 00:1e:c0:81:3a:fa,  27.1 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 07:41:33 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 07:41:43 2014, 00:1e:c0:81:3a:fa,  27.1 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
