                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_C,       V_C,    VADJ_A,    VADJ_B,    VADJ_C,    VADJ_D, Total Power
 Thu Apr 24 06:00:31 2014, 00:1e:c0:81:1d:ac,  16.0 C,   2.394 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.183 V,   1.183 V,   0.980 V,   0.978 V,  20.755 W
 Thu Apr 24 06:00:41 2014, 00:1e:c0:81:1d:ac,  23.1 C,   2.394 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.184 V,   1.183 V,   0.979 V,   0.975 V,  20.718 W
 Thu Apr 24 06:00:50 2014, 00:1e:c0:81:1d:ac,  27.5 C,   2.394 V,     1,       0,       1,     1,   1.739 A,  11.903 V,   1.186 V,   1.182 V,   0.980 V,   0.976 V,  20.699 W
 Thu Apr 24 06:01:00 2014, 00:1e:c0:81:1d:ac,  30.7 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.185 V,   1.183 V,   0.979 V,   0.975 V,  20.718 W
 Thu Apr 24 06:01:10 2014, 00:1e:c0:81:1d:ac,  32.8 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.186 V,   1.184 V,   0.980 V,   0.974 V,  20.718 W
 Thu Apr 24 06:01:20 2014, 00:1e:c0:81:1d:ac,  34.4 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.188 V,   1.185 V,   0.980 V,   0.973 V,  20.718 W
 Thu Apr 24 06:01:30 2014, 00:1e:c0:81:1d:ac,  36.1 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.188 V,   1.185 V,   0.979 V,   0.974 V,  20.737 W
 Thu Apr 24 06:01:40 2014, 00:1e:c0:81:1d:ac,  36.5 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.184 V,   0.981 V,   0.976 V,  20.737 W
 Thu Apr 24 06:01:50 2014, 00:1e:c0:81:1d:ac,  37.3 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.880 V,   1.186 V,   1.185 V,   0.981 V,   0.976 V,  20.678 W
 Thu Apr 24 06:02:00 2014, 00:1e:c0:81:1d:ac,  38.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.188 V,   1.185 V,   0.980 V,   0.975 V,  20.737 W
 Thu Apr 24 06:02:10 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.980 V,   0.975 V,  20.737 W
 Thu Apr 24 06:02:20 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.185 V,   0.981 V,   0.974 V,  20.737 W
 Thu Apr 24 06:02:30 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.187 V,   1.186 V,   0.979 V,   0.975 V,  20.755 W
 Thu Apr 24 06:02:40 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.185 V,   0.979 V,   0.975 V,  20.737 W
 Thu Apr 24 06:02:50 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.186 V,   0.980 V,   0.975 V,  20.737 W
 Thu Apr 24 06:03:00 2014, 00:1e:c0:81:1d:ac,  40.7 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.981 V,   0.974 V,  20.737 W
 Thu Apr 24 06:03:10 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.185 V,   0.979 V,   0.976 V,  20.696 W
 Thu Apr 24 06:03:20 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.184 V,   0.981 V,   0.976 V,  20.737 W
 Thu Apr 24 06:03:30 2014, 00:1e:c0:81:1d:ac,  40.3 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.186 V,   1.186 V,   0.979 V,   0.976 V,  20.715 W
 Thu Apr 24 06:03:40 2014, 00:1e:c0:81:1d:ac,  40.3 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.880 V,   1.187 V,   1.186 V,   0.979 V,   0.975 V,  20.678 W
 Thu Apr 24 06:03:50 2014, 00:1e:c0:81:1d:ac,  41.1 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.185 V,   0.980 V,   0.975 V,  20.737 W
 Thu Apr 24 06:04:00 2014, 00:1e:c0:81:1d:ac,  41.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.184 V,   0.980 V,   0.975 V,  20.737 W
 Thu Apr 24 06:04:10 2014, 00:1e:c0:81:1d:ac,  40.8 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.186 V,   1.184 V,   0.979 V,   0.975 V,  20.715 W
 Thu Apr 24 06:04:20 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.185 V,   0.979 V,   0.976 V,  20.696 W
 Thu Apr 24 06:04:30 2014, 00:1e:c0:81:1d:ac,  40.7 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.188 V,   1.186 V,   0.980 V,   0.972 V,  20.718 W
 Thu Apr 24 06:04:40 2014, 00:1e:c0:81:1d:ac,  40.7 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.185 V,   0.980 V,   0.975 V,  20.737 W
 Thu Apr 24 06:04:50 2014, 00:1e:c0:81:1d:ac,  40.5 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.186 V,   1.185 V,   0.981 V,   0.975 V,  20.718 W
 Thu Apr 24 06:05:00 2014, 00:1e:c0:81:1d:ac,  40.3 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.186 V,   0.981 V,   0.975 V,  20.737 W
 Thu Apr 24 06:05:10 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.188 V,   1.185 V,   0.979 V,   0.974 V,  20.755 W
 Thu Apr 24 06:05:20 2014, 00:1e:c0:81:1d:ac,  41.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.188 V,   1.185 V,   0.980 V,   0.974 V,  20.737 W
 Thu Apr 24 06:05:30 2014, 00:1e:c0:81:1d:ac,  41.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.188 V,   1.185 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:05:40 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.185 V,   0.979 V,   0.975 V,  20.696 W
 Thu Apr 24 06:05:50 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.186 V,   0.981 V,   0.975 V,  20.696 W
 Thu Apr 24 06:06:00 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.185 V,   1.185 V,   0.982 V,   0.974 V,  20.737 W
 Thu Apr 24 06:06:10 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.186 V,   1.185 V,   0.980 V,   0.974 V,  20.755 W
 Thu Apr 24 06:06:20 2014, 00:1e:c0:81:1d:ac,  40.9 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.186 V,   1.186 V,   0.981 V,   0.974 V,  20.718 W
 Thu Apr 24 06:06:30 2014, 00:1e:c0:81:1d:ac,  40.6 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.980 V,   0.975 V,  20.737 W
 Thu Apr 24 06:06:40 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.978 V,   0.975 V,  20.737 W
 Thu Apr 24 06:06:50 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.188 V,   1.185 V,   0.978 V,   0.974 V,  20.718 W
 Thu Apr 24 06:07:00 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.186 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:07:10 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.980 V,   0.974 V,  20.737 W
 Thu Apr 24 06:07:20 2014, 00:1e:c0:81:1d:ac,  39.6 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.185 V,   0.979 V,   0.974 V,  20.696 W
 Thu Apr 24 06:07:30 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.880 V,   1.187 V,   1.185 V,   0.979 V,   0.974 V,  20.678 W
 Thu Apr 24 06:07:40 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.185 V,   0.979 V,   0.974 V,  20.696 W
 Thu Apr 24 06:07:50 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.185 V,   0.980 V,   0.976 V,  20.696 W
 Thu Apr 24 06:08:00 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.185 V,   0.980 V,   0.976 V,  20.696 W
 Thu Apr 24 06:08:10 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.187 V,   1.186 V,   0.979 V,   0.975 V,  20.715 W
 Thu Apr 24 06:08:20 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.186 V,   0.979 V,   0.975 V,  20.737 W
 Thu Apr 24 06:08:30 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.186 V,   0.981 V,   0.975 V,  20.696 W
 Thu Apr 24 06:08:40 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.186 V,   1.183 V,   0.979 V,   0.974 V,  20.755 W
 Thu Apr 24 06:08:50 2014, 00:1e:c0:81:1d:ac,  39.8 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.186 V,   1.184 V,   0.980 V,   0.975 V,  20.715 W
 Thu Apr 24 06:09:00 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.187 V,   1.185 V,   0.980 V,   0.974 V,  20.755 W
 Thu Apr 24 06:09:10 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.981 V,   0.973 V,  20.737 W
 Thu Apr 24 06:09:20 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.188 V,   1.186 V,   0.980 V,   0.973 V,  20.715 W
 Thu Apr 24 06:09:30 2014, 00:1e:c0:81:1d:ac,  40.2 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.188 V,   1.186 V,   0.979 V,   0.973 V,  20.696 W
 Thu Apr 24 06:09:40 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.188 V,   1.186 V,   0.980 V,   0.974 V,  20.737 W
 Thu Apr 24 06:09:50 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.188 V,   1.186 V,   0.980 V,   0.974 V,  20.696 W
 Thu Apr 24 06:10:00 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.188 V,   1.185 V,   0.981 V,   0.975 V,  20.715 W
 Thu Apr 24 06:10:10 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.186 V,   1.185 V,   0.981 V,   0.975 V,  20.718 W
 Thu Apr 24 06:10:20 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.186 V,   1.186 V,   0.981 V,   0.975 V,  20.718 W
 Thu Apr 24 06:10:30 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.187 V,   1.186 V,   0.980 V,   0.974 V,  20.718 W
 Thu Apr 24 06:10:40 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.185 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:10:50 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.188 V,   1.185 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:11:00 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.880 V,   1.186 V,   1.185 V,   0.981 V,   0.975 V,  20.678 W
 Thu Apr 24 06:11:10 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.185 V,   1.185 V,   0.981 V,   0.975 V,  20.715 W
 Thu Apr 24 06:11:20 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.185 V,   1.185 V,   0.981 V,   0.974 V,  20.737 W
 Thu Apr 24 06:11:30 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.186 V,   1.185 V,   0.980 V,   0.975 V,  20.718 W
 Thu Apr 24 06:11:40 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.978 V,   0.974 V,  20.737 W
 Thu Apr 24 06:11:50 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.188 V,   1.185 V,   0.979 V,   0.974 V,  20.696 W
 Thu Apr 24 06:12:00 2014, 00:1e:c0:81:1d:ac,  39.6 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.185 V,   0.979 V,   0.974 V,  20.737 W
 Thu Apr 24 06:12:10 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.185 V,   0.980 V,   0.974 V,  20.737 W
 Thu Apr 24 06:12:20 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.981 V,   0.974 V,  20.737 W
 Thu Apr 24 06:12:30 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.185 V,   0.980 V,   0.974 V,  20.737 W
 Thu Apr 24 06:12:40 2014, 00:1e:c0:81:1d:ac,  39.6 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.185 V,   0.980 V,   0.976 V,  20.737 W
 Thu Apr 24 06:12:50 2014, 00:1e:c0:81:1d:ac,  40.5 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.188 V,   1.186 V,   0.980 V,   0.976 V,  20.737 W
 Thu Apr 24 06:13:00 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.186 V,   0.981 V,   0.976 V,  20.737 W
 Thu Apr 24 06:13:10 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.187 V,   1.186 V,   0.980 V,   0.976 V,  20.755 W
 Thu Apr 24 06:13:20 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.188 V,   1.186 V,   0.981 V,   0.974 V,  20.737 W
 Thu Apr 24 06:13:30 2014, 00:1e:c0:81:1d:ac,  40.2 C,   2.390 V,     1,       0,       1,     1,   1.745 A,  11.903 V,   1.188 V,   1.184 V,   0.981 V,   0.975 V,  20.774 W
 Thu Apr 24 06:13:40 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.184 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:13:50 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.184 V,   0.980 V,   0.976 V,  20.696 W
 Thu Apr 24 06:14:00 2014, 00:1e:c0:81:1d:ac,  39.6 C,   2.390 V,     1,       0,       1,     1,   1.745 A,  11.903 V,   1.187 V,   1.185 V,   0.980 V,   0.974 V,  20.774 W
 Thu Apr 24 06:14:10 2014, 00:1e:c0:81:1d:ac,  40.5 C,   2.390 V,     1,       0,       1,     1,   1.739 A,  11.880 V,   1.188 V,   1.186 V,   0.979 V,   0.973 V,  20.659 W
 Thu Apr 24 06:14:20 2014, 00:1e:c0:81:1d:ac,  40.5 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.185 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:14:30 2014, 00:1e:c0:81:1d:ac,  40.3 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.186 V,   0.981 V,   0.975 V,  20.737 W
 Thu Apr 24 06:14:40 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.188 V,   1.185 V,   0.980 V,   0.975 V,  20.715 W
 Thu Apr 24 06:14:50 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.185 V,   1.186 V,   0.981 V,   0.976 V,  20.715 W
 Thu Apr 24 06:15:00 2014, 00:1e:c0:81:1d:ac,  39.8 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.185 V,   1.185 V,   0.981 V,   0.975 V,  20.737 W
 Thu Apr 24 06:15:10 2014, 00:1e:c0:81:1d:ac,  40.3 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.186 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:15:20 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.978 V,   0.974 V,  20.737 W
 Thu Apr 24 06:15:30 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.185 V,   0.979 V,   0.975 V,  20.737 W
 Thu Apr 24 06:15:40 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.186 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:15:50 2014, 00:1e:c0:81:1d:ac,  39.9 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.880 V,   1.188 V,   1.186 V,   0.981 V,   0.975 V,  20.678 W
 Thu Apr 24 06:16:00 2014, 00:1e:c0:81:1d:ac,  39.8 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.186 V,   0.980 V,   0.976 V,  20.696 W
 Thu Apr 24 06:16:10 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.187 V,   1.186 V,   0.981 V,   0.976 V,  20.718 W
 Thu Apr 24 06:16:20 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.186 V,   0.979 V,   0.975 V,  20.737 W
 Thu Apr 24 06:16:30 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.188 V,   1.185 V,   0.981 V,   0.975 V,  20.718 W
 Thu Apr 24 06:16:40 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.184 V,   0.979 V,   0.974 V,  20.737 W
 Thu Apr 24 06:16:50 2014, 00:1e:c0:81:1d:ac,  39.3 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.185 V,   0.981 V,   0.974 V,  20.696 W
 Thu Apr 24 06:17:00 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.189 V,   1.186 V,   0.980 V,   0.973 V,  20.737 W
 Thu Apr 24 06:17:10 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.186 V,   1.186 V,   0.981 V,   0.976 V,  20.755 W
 Thu Apr 24 06:17:20 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.880 V,   1.186 V,   1.186 V,   0.981 V,   0.975 V,  20.678 W
 Thu Apr 24 06:17:30 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.188 V,   1.185 V,   0.980 V,   0.975 V,  20.696 W
 Thu Apr 24 06:17:40 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.186 V,   1.186 V,   0.981 V,   0.976 V,  20.737 W
 Thu Apr 24 06:17:50 2014, 00:1e:c0:81:1d:ac,  40.4 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.185 V,   1.185 V,   0.981 V,   0.974 V,  20.737 W
 Thu Apr 24 06:18:00 2014, 00:1e:c0:81:1d:ac,  39.7 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.188 V,   1.186 V,   0.979 V,   0.975 V,  20.718 W
 Thu Apr 24 06:18:10 2014, 00:1e:c0:81:1d:ac,  39.4 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.187 V,   1.185 V,   0.979 V,   0.974 V,  20.755 W
 Thu Apr 24 06:18:20 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.187 V,   1.186 V,   0.981 V,   0.975 V,  20.718 W
 Thu Apr 24 06:18:30 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.186 V,   0.981 V,   0.974 V,  20.696 W
 Thu Apr 24 06:18:40 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.187 V,   1.185 V,   0.981 V,   0.976 V,  20.737 W
 Thu Apr 24 06:18:50 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.186 V,   1.186 V,   0.980 V,   0.976 V,  20.755 W
 Thu Apr 24 06:19:00 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.903 V,   1.188 V,   1.184 V,   0.981 V,   0.974 V,  20.737 W
 Thu Apr 24 06:19:10 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.903 V,   1.186 V,   1.184 V,   0.979 V,   0.975 V,  20.755 W
 Thu Apr 24 06:19:20 2014, 00:1e:c0:81:1d:ac,  38.9 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.187 V,   1.186 V,   0.980 V,   0.973 V,  20.715 W
 Thu Apr 24 06:19:30 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.188 V,   1.186 V,   0.980 V,   0.974 V,  20.696 W
 Thu Apr 24 06:19:40 2014, 00:1e:c0:81:1d:ac,  39.1 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.187 V,   1.185 V,   0.981 V,   0.975 V,  20.715 W
 Thu Apr 24 06:19:50 2014, 00:1e:c0:81:1d:ac,  39.2 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.903 V,   1.186 V,   1.186 V,   0.981 V,   0.975 V,  20.718 W
 Thu Apr 24 06:20:00 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.880 V,   1.187 V,   1.185 V,   0.980 V,   0.974 V,  20.678 W
 Thu Apr 24 06:20:10 2014, 00:1e:c0:81:1d:ac,  38.7 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.186 V,   0.981 V,   0.975 V,  20.696 W
 Thu Apr 24 06:20:20 2014, 00:1e:c0:81:1d:ac,  38.6 C,   2.390 V,     1,       0,       1,     1,   1.741 A,  11.880 V,   1.186 V,   1.186 V,   0.981 V,   0.974 V,  20.678 W
 Thu Apr 24 06:20:30 2014, 00:1e:c0:81:1d:ac,  39.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.185 V,   0.978 V,   0.974 V,  20.696 W
 Thu Apr 24 06:20:40 2014, 00:1e:c0:81:1d:ac,  40.0 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.186 V,   1.185 V,   0.979 V,   0.975 V,  20.696 W
 Thu Apr 24 06:20:50 2014, 00:1e:c0:81:1d:ac,  40.3 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.187 V,   0.981 V,   0.974 V,  20.696 W
 Thu Apr 24 06:21:00 2014, 00:1e:c0:81:1d:ac,  40.1 C,   2.390 V,     1,       0,       1,     1,   1.742 A,  11.880 V,   1.187 V,   1.185 V,   0.980 V,   0.976 V,  20.696 W
 Thu Apr 24 06:21:10 2014, 00:1e:c0:81:1d:ac,  39.5 C,   2.390 V,     1,       0,       1,     1,   1.744 A,  11.880 V,   1.186 V,   1.186 V,   0.979 V,   0.975 V,  20.715 W
