                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_C,       V_C,    VADJ_A,    VADJ_B,    VADJ_C,    VADJ_D, Total Power
 Wed Apr 23 14:07:29 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:07:39 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:07:49 2014, 00:1e:c0:81:1d:ac,  51.0 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.070 W
 Wed Apr 23 14:07:59 2014, 00:1e:c0:81:1d:ac,  50.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:08:09 2014, 00:1e:c0:81:1d:ac,  49.9 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.107 W
 Wed Apr 23 14:08:19 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:08:29 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.070 W
 Wed Apr 23 14:08:39 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:08:49 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:08:59 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:09:09 2014, 00:1e:c0:81:1d:ac,  50.6 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:09:19 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:09:29 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:09:39 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.107 W
 Wed Apr 23 14:09:49 2014, 00:1e:c0:81:1d:ac,  50.4 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:09:59 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:10:09 2014, 00:1e:c0:81:1d:ac,  51.1 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:10:19 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:10:29 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:10:39 2014, 00:1e:c0:81:1d:ac,  50.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.949 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.186 W
 Wed Apr 23 14:10:49 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:10:59 2014, 00:1e:c0:81:1d:ac,  49.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:11:09 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:11:19 2014, 00:1e:c0:81:1d:ac,  49.6 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:11:29 2014, 00:1e:c0:81:1d:ac,  48.7 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:11:39 2014, 00:1e:c0:81:1d:ac,  49.3 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:11:49 2014, 00:1e:c0:81:1d:ac,  49.3 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:11:59 2014, 00:1e:c0:81:1d:ac,  50.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:12:09 2014, 00:1e:c0:81:1d:ac,  49.6 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:12:19 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:12:29 2014, 00:1e:c0:81:1d:ac,  49.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:12:39 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:12:49 2014, 00:1e:c0:81:1d:ac,  49.2 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:12:59 2014, 00:1e:c0:81:1d:ac,  49.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:13:09 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:13:19 2014, 00:1e:c0:81:1d:ac,  50.0 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:13:29 2014, 00:1e:c0:81:1d:ac,  49.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:13:39 2014, 00:1e:c0:81:1d:ac,  50.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:13:49 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:13:59 2014, 00:1e:c0:81:1d:ac,  49.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.315 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:14:09 2014, 00:1e:c0:81:1d:ac,  49.1 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.949 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.204 W
 Wed Apr 23 14:14:19 2014, 00:1e:c0:81:1d:ac,  49.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:14:29 2014, 00:1e:c0:81:1d:ac,  50.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:14:39 2014, 00:1e:c0:81:1d:ac,  49.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:14:49 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:14:59 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:15:09 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:15:19 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:15:29 2014, 00:1e:c0:81:1d:ac,  50.6 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:15:39 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:15:49 2014, 00:1e:c0:81:1d:ac,  51.0 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:15:59 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.087 V,   1.077 V,  25.137 W
 Wed Apr 23 14:16:09 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.107 W
 Wed Apr 23 14:16:19 2014, 00:1e:c0:81:1d:ac,  50.0 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:16:29 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:16:39 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:16:49 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:16:59 2014, 00:1e:c0:81:1d:ac,  50.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:17:09 2014, 00:1e:c0:81:1d:ac,  50.4 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:17:19 2014, 00:1e:c0:81:1d:ac,  49.8 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:17:29 2014, 00:1e:c0:81:1d:ac,  49.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.318 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:17:39 2014, 00:1e:c0:81:1d:ac,  49.7 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:17:49 2014, 00:1e:c0:81:1d:ac,  49.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:17:59 2014, 00:1e:c0:81:1d:ac,  49.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:18:09 2014, 00:1e:c0:81:1d:ac,  50.0 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:18:19 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:18:29 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:18:39 2014, 00:1e:c0:81:1d:ac,  49.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:18:49 2014, 00:1e:c0:81:1d:ac,  50.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:18:59 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:19:09 2014, 00:1e:c0:81:1d:ac,  50.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:19:19 2014, 00:1e:c0:81:1d:ac,  49.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:19:29 2014, 00:1e:c0:81:1d:ac,  49.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:19:40 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:19:50 2014, 00:1e:c0:81:1d:ac,  49.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:20:00 2014, 00:1e:c0:81:1d:ac,  49.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.085 V,   1.077 V,  25.088 W
 Wed Apr 23 14:20:10 2014, 00:1e:c0:81:1d:ac,  49.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.315 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:20:20 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:20:30 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:20:40 2014, 00:1e:c0:81:1d:ac,  49.2 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:20:50 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:21:00 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.107 W
 Wed Apr 23 14:21:10 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:21:20 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:21:30 2014, 00:1e:c0:81:1d:ac,  49.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:21:40 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.111 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.174 W
 Wed Apr 23 14:21:50 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:22:00 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:22:10 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:22:20 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:22:30 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:22:40 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:22:50 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:23:00 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.076 V,  25.137 W
 Wed Apr 23 14:23:10 2014, 00:1e:c0:81:1d:ac,  50.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:23:20 2014, 00:1e:c0:81:1d:ac,  50.4 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:23:30 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:23:40 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:23:50 2014, 00:1e:c0:81:1d:ac,  51.0 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:24:00 2014, 00:1e:c0:81:1d:ac,  51.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:24:10 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:24:20 2014, 00:1e:c0:81:1d:ac,  50.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:24:30 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:24:40 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:24:50 2014, 00:1e:c0:81:1d:ac,  50.6 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:25:00 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:25:10 2014, 00:1e:c0:81:1d:ac,  51.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:25:20 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.087 V,   1.077 V,  25.137 W
 Wed Apr 23 14:25:30 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:25:40 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:25:50 2014, 00:1e:c0:81:1d:ac,  51.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:26:00 2014, 00:1e:c0:81:1d:ac,  51.4 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.320 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:26:10 2014, 00:1e:c0:81:1d:ac,  51.4 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:26:20 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:26:30 2014, 00:1e:c0:81:1d:ac,  51.0 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:26:40 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.949 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.167 W
 Wed Apr 23 14:26:50 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:27:00 2014, 00:1e:c0:81:1d:ac,  51.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:27:10 2014, 00:1e:c0:81:1d:ac,  51.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:27:20 2014, 00:1e:c0:81:1d:ac,  51.6 C,   2.515 V,     1,       0,       0,     1,   1.831 A,  11.926 V,   1.251 V,   1.249 V,   1.030 V,   1.023 V,  21.839 W
 Wed Apr 23 14:27:30 2014, 00:1e:c0:81:1d:ac,  50.2 C,   2.515 V,     1,       0,       0,     1,   1.828 A,  11.949 V,   1.251 V,   1.248 V,   1.030 V,   1.023 V,  21.844 W
 Wed Apr 23 14:27:40 2014, 00:1e:c0:81:1d:ac,  49.2 C,   2.515 V,     1,       0,       0,     1,   1.831 A,  11.949 V,   1.251 V,   1.248 V,   1.030 V,   1.023 V,  21.881 W
 Wed Apr 23 14:27:50 2014, 00:1e:c0:81:1d:ac,  48.1 C,   2.515 V,     1,       0,       0,     1,   1.834 A,  11.949 V,   1.250 V,   1.248 V,   1.030 V,   1.023 V,  21.918 W
 Wed Apr 23 14:28:00 2014, 00:1e:c0:81:1d:ac,  47.3 C,   2.515 V,     1,       0,       0,     1,   1.830 A,  11.926 V,   1.250 V,   1.248 V,   1.029 V,   1.023 V,  21.820 W
 Wed Apr 23 14:28:10 2014, 00:1e:c0:81:1d:ac,  46.9 C,   2.515 V,     1,       0,       0,     1,   1.825 A,  11.949 V,   1.251 V,   1.248 V,   1.029 V,   1.023 V,  21.806 W
