                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_C,       V_C,    VADJ_A,    VADJ_B,    VADJ_C,    VADJ_D, Total Power
 Wed Apr 23 13:46:39 2014, 00:1e:c0:81:1d:ac,  45.6 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:46:49 2014, 00:1e:c0:81:1d:ac,  46.1 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:46:59 2014, 00:1e:c0:81:1d:ac,  46.2 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:47:09 2014, 00:1e:c0:81:1d:ac,  45.5 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:47:19 2014, 00:1e:c0:81:1d:ac,  45.5 C,   2.390 V,     1,       0,       1,     1,   1.717 A,  11.949 V,   1.185 V,   1.183 V,   0.978 V,   0.973 V,  20.518 W
 Wed Apr 23 13:47:29 2014, 00:1e:c0:81:1d:ac,  45.8 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:47:39 2014, 00:1e:c0:81:1d:ac,  45.3 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.972 V,  20.499 W
 Wed Apr 23 13:47:49 2014, 00:1e:c0:81:1d:ac,  45.8 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.460 W
 Wed Apr 23 13:47:59 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.460 W
 Wed Apr 23 13:48:09 2014, 00:1e:c0:81:1d:ac,  45.6 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:48:19 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.972 V,  20.499 W
 Wed Apr 23 13:48:29 2014, 00:1e:c0:81:1d:ac,  45.0 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:48:39 2014, 00:1e:c0:81:1d:ac,  44.7 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.185 V,   1.183 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:48:49 2014, 00:1e:c0:81:1d:ac,  44.9 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:48:59 2014, 00:1e:c0:81:1d:ac,  45.5 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.183 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:49:09 2014, 00:1e:c0:81:1d:ac,  44.9 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:49:19 2014, 00:1e:c0:81:1d:ac,  45.0 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.185 V,   1.183 V,   0.978 V,   0.973 V,  20.460 W
 Wed Apr 23 13:49:29 2014, 00:1e:c0:81:1d:ac,  45.5 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.186 V,   1.184 V,   0.978 V,   0.972 V,  20.460 W
 Wed Apr 23 13:49:39 2014, 00:1e:c0:81:1d:ac,  45.3 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:49:49 2014, 00:1e:c0:81:1d:ac,  45.8 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:49:59 2014, 00:1e:c0:81:1d:ac,  46.0 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:50:09 2014, 00:1e:c0:81:1d:ac,  46.3 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:50:19 2014, 00:1e:c0:81:1d:ac,  45.4 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:50:29 2014, 00:1e:c0:81:1d:ac,  45.3 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:50:39 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.183 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:50:49 2014, 00:1e:c0:81:1d:ac,  46.0 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:50:59 2014, 00:1e:c0:81:1d:ac,  45.4 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:51:09 2014, 00:1e:c0:81:1d:ac,  45.2 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:51:19 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:51:29 2014, 00:1e:c0:81:1d:ac,  45.8 C,   2.390 V,     1,       0,       1,     1,   1.717 A,  11.926 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.479 W
 Wed Apr 23 13:51:39 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.186 V,   1.184 V,   0.978 V,   0.972 V,  20.460 W
 Wed Apr 23 13:51:49 2014, 00:1e:c0:81:1d:ac,  46.3 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:51:59 2014, 00:1e:c0:81:1d:ac,  46.1 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.460 W
 Wed Apr 23 13:52:09 2014, 00:1e:c0:81:1d:ac,  45.8 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:52:19 2014, 00:1e:c0:81:1d:ac,  45.5 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.185 V,   1.183 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:52:29 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.460 W
 Wed Apr 23 13:52:39 2014, 00:1e:c0:81:1d:ac,  45.6 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:52:49 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:52:59 2014, 00:1e:c0:81:1d:ac,  45.6 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.926 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.441 W
 Wed Apr 23 13:53:09 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:53:19 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:53:29 2014, 00:1e:c0:81:1d:ac,  46.0 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.460 W
 Wed Apr 23 13:53:39 2014, 00:1e:c0:81:1d:ac,  46.0 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:53:49 2014, 00:1e:c0:81:1d:ac,  46.1 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.972 V,  20.481 W
 Wed Apr 23 13:53:59 2014, 00:1e:c0:81:1d:ac,  46.2 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:54:09 2014, 00:1e:c0:81:1d:ac,  45.8 C,   2.390 V,     1,       0,       1,     1,   1.717 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.518 W
 Wed Apr 23 13:54:19 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.717 A,  11.972 V,   1.186 V,   1.184 V,   0.978 V,   0.972 V,  20.558 W
 Wed Apr 23 13:54:29 2014, 00:1e:c0:81:1d:ac,  46.0 C,   2.390 V,     1,       0,       1,     1,   1.717 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.518 W
 Wed Apr 23 13:54:39 2014, 00:1e:c0:81:1d:ac,  46.1 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:54:49 2014, 00:1e:c0:81:1d:ac,  45.6 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:54:59 2014, 00:1e:c0:81:1d:ac,  45.6 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:55:09 2014, 00:1e:c0:81:1d:ac,  45.8 C,   2.390 V,     1,       0,       1,     1,   1.717 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.518 W
 Wed Apr 23 13:55:19 2014, 00:1e:c0:81:1d:ac,  46.0 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.972 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.520 W
 Wed Apr 23 13:55:29 2014, 00:1e:c0:81:1d:ac,  45.9 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.972 V,  20.481 W
 Wed Apr 23 13:55:39 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:55:49 2014, 00:1e:c0:81:1d:ac,  45.4 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:55:59 2014, 00:1e:c0:81:1d:ac,  45.2 C,   2.390 V,     1,       0,       1,     1,   1.717 A,  11.949 V,   1.185 V,   1.183 V,   0.978 V,   0.973 V,  20.518 W
 Wed Apr 23 13:56:09 2014, 00:1e:c0:81:1d:ac,  45.5 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:56:19 2014, 00:1e:c0:81:1d:ac,  45.7 C,   2.390 V,     1,       0,       1,     1,   1.714 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.481 W
 Wed Apr 23 13:56:29 2014, 00:1e:c0:81:1d:ac,  45.3 C,   2.390 V,     1,       0,       1,     1,   1.717 A,  11.926 V,   1.185 V,   1.183 V,   0.978 V,   0.973 V,  20.479 W
 Wed Apr 23 13:56:39 2014, 00:1e:c0:81:1d:ac,  45.2 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.972 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.539 W
 Wed Apr 23 13:56:49 2014, 00:1e:c0:81:1d:ac,  45.9 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:56:59 2014, 00:1e:c0:81:1d:ac,  45.6 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.926 V,   1.185 V,   1.184 V,   0.978 V,   0.973 V,  20.460 W
 Wed Apr 23 13:57:09 2014, 00:1e:c0:81:1d:ac,  46.0 C,   2.390 V,     1,       0,       1,     1,   1.716 A,  11.949 V,   1.186 V,   1.184 V,   0.978 V,   0.973 V,  20.499 W
 Wed Apr 23 13:57:19 2014, 00:1e:c0:81:1d:ac,  46.1 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.317 V,   1.314 V,   1.085 V,   1.077 V,  25.156 W
 Wed Apr 23 13:57:29 2014, 00:1e:c0:81:1d:ac,  47.6 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.317 V,   1.315 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 13:57:39 2014, 00:1e:c0:81:1d:ac,  47.6 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.315 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 13:57:49 2014, 00:1e:c0:81:1d:ac,  48.7 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 13:57:59 2014, 00:1e:c0:81:1d:ac,  48.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 13:58:09 2014, 00:1e:c0:81:1d:ac,  47.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.315 V,   1.086 V,   1.076 V,  25.137 W
 Wed Apr 23 13:58:19 2014, 00:1e:c0:81:1d:ac,  47.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 13:58:29 2014, 00:1e:c0:81:1d:ac,  49.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.315 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 13:58:39 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.111 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.126 W
 Wed Apr 23 13:58:49 2014, 00:1e:c0:81:1d:ac,  49.0 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.318 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 13:58:59 2014, 00:1e:c0:81:1d:ac,  49.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.315 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 13:59:09 2014, 00:1e:c0:81:1d:ac,  49.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 13:59:19 2014, 00:1e:c0:81:1d:ac,  49.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 13:59:29 2014, 00:1e:c0:81:1d:ac,  49.4 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 13:59:39 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 13:59:49 2014, 00:1e:c0:81:1d:ac,  49.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 13:59:59 2014, 00:1e:c0:81:1d:ac,  49.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:00:09 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.318 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:00:19 2014, 00:1e:c0:81:1d:ac,  50.4 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:00:29 2014, 00:1e:c0:81:1d:ac,  50.6 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:00:39 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:00:49 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.105 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.100 W
 Wed Apr 23 14:00:59 2014, 00:1e:c0:81:1d:ac,  50.7 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:01:09 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:01:19 2014, 00:1e:c0:81:1d:ac,  50.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:01:29 2014, 00:1e:c0:81:1d:ac,  50.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:01:39 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:01:49 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:01:59 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.107 W
 Wed Apr 23 14:02:09 2014, 00:1e:c0:81:1d:ac,  50.6 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:02:19 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:02:29 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:02:39 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:02:49 2014, 00:1e:c0:81:1d:ac,  50.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:02:59 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:03:09 2014, 00:1e:c0:81:1d:ac,  50.6 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.315 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:03:19 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:03:29 2014, 00:1e:c0:81:1d:ac,  50.4 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:03:39 2014, 00:1e:c0:81:1d:ac,  51.0 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:03:49 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.949 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.186 W
 Wed Apr 23 14:03:59 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:04:09 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:04:19 2014, 00:1e:c0:81:1d:ac,  51.0 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:04:29 2014, 00:1e:c0:81:1d:ac,  51.2 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:04:39 2014, 00:1e:c0:81:1d:ac,  51.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:04:49 2014, 00:1e:c0:81:1d:ac,  51.5 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.317 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:04:59 2014, 00:1e:c0:81:1d:ac,  51.7 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:05:09 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:05:19 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:05:29 2014, 00:1e:c0:81:1d:ac,  51.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:05:39 2014, 00:1e:c0:81:1d:ac,  51.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:05:49 2014, 00:1e:c0:81:1d:ac,  51.0 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:05:59 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:06:09 2014, 00:1e:c0:81:1d:ac,  50.3 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:06:19 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:06:29 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:06:39 2014, 00:1e:c0:81:1d:ac,  51.3 C,   2.649 V,     1,       1,       0,     1,   2.106 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.118 W
 Wed Apr 23 14:06:49 2014, 00:1e:c0:81:1d:ac,  50.1 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.137 W
 Wed Apr 23 14:06:59 2014, 00:1e:c0:81:1d:ac,  50.8 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.903 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.088 W
 Wed Apr 23 14:07:09 2014, 00:1e:c0:81:1d:ac,  51.1 C,   2.649 V,     1,       1,       0,     1,   2.109 A,  11.926 V,   1.319 V,   1.316 V,   1.086 V,   1.077 V,  25.156 W
 Wed Apr 23 14:07:19 2014, 00:1e:c0:81:1d:ac,  50.9 C,   2.649 V,     1,       1,       0,     1,   2.108 A,  11.926 V,   1.319 V,   1.316 V,   1.087 V,   1.077 V,  25.137 W
