                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Wed Apr 23 15:03:21 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 15:03:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:03:41 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:03:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.949 V,  17.535 W
 Wed Apr 23 15:04:01 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:04:11 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:04:21 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:04:31 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:04:41 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:04:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:05:01 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:05:11 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:05:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:05:31 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:05:41 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:05:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:06:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:06:11 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:06:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:06:31 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.693 A,  11.949 V,  17.565 W
 Wed Apr 23 15:06:41 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 15:06:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:07:01 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.926 V,  17.561 W
 Wed Apr 23 15:07:11 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:07:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.949 V,  17.535 W
 Wed Apr 23 15:07:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:07:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:07:51 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:08:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:08:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:08:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:08:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.693 A,  11.949 V,  17.565 W
 Wed Apr 23 15:08:41 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:08:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:09:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:09:11 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:09:21 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:09:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:09:41 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:09:51 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:10:01 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:10:11 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.949 V,  17.576 W
 Wed Apr 23 15:10:21 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:10:31 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:10:41 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:10:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:11:01 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:11:11 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:11:21 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:11:31 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:11:41 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:11:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:12:01 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.693 A,  11.949 V,  17.565 W
 Wed Apr 23 15:12:11 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:12:21 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:12:31 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:12:41 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:12:51 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:13:01 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:13:11 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:13:21 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:13:31 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:13:41 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:13:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.972 V,   0.690 A,  11.926 V,  17.567 W
 Wed Apr 23 15:14:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:14:11 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:14:21 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:14:31 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:14:41 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:14:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:15:01 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:15:11 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 15:15:21 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:15:31 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:15:41 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:15:51 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:16:01 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:16:11 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:16:21 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:16:31 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:16:41 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:16:51 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:17:01 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.972 V,  17.610 W
 Wed Apr 23 15:17:11 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.972 V,   0.693 A,  11.949 V,  17.612 W
 Wed Apr 23 15:17:21 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:17:31 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:17:41 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:17:51 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:18:01 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.693 A,  11.949 V,  17.606 W
 Wed Apr 23 15:18:11 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:18:21 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:18:31 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:18:41 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:18:51 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:19:01 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:19:11 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.949 V,  17.535 W
 Wed Apr 23 15:19:21 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:19:31 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:19:41 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:19:51 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:20:01 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:20:11 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.693 A,  11.926 V,  17.590 W
 Wed Apr 23 15:20:21 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:20:31 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:20:41 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:20:51 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:21:01 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:21:11 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:21:21 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:21:31 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:21:41 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 15:21:51 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:22:01 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:22:11 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:22:21 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:22:31 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 15:22:41 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:22:51 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:23:01 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:23:11 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:23:21 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:23:31 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:23:41 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:23:51 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:24:01 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:24:11 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:24:21 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:24:31 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:24:41 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:24:51 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:25:01 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:25:11 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 15:25:21 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:25:31 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:25:41 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 15:25:51 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:26:01 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:26:11 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:26:21 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:26:31 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:26:41 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:26:51 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:27:01 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:27:11 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:27:21 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
