                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Wed Apr 23 14:15:00 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:15:10 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:15:20 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:15:30 2014, 00:1e:c0:81:71:33,  31.8 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:15:40 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:15:50 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.926 V,   0.792 A,  11.903 V,  20.166 W
 Wed Apr 23 14:16:00 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:16:10 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:16:20 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:16:30 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:16:40 2014, 00:1e:c0:81:71:33,  32.3 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:16:50 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.926 V,   0.795 A,  11.926 V,  20.154 W
 Wed Apr 23 14:17:00 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:17:10 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.926 V,   0.792 A,  11.926 V,  20.184 W
 Wed Apr 23 14:17:20 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.949 V,   0.792 A,  11.903 V,  20.157 W
 Wed Apr 23 14:17:30 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:17:40 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:17:50 2014, 00:1e:c0:81:71:33,  32.3 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:18:00 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:18:10 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:18:20 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:18:30 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.903 V,  20.115 W
 Wed Apr 23 14:18:40 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.903 V,   0.792 A,  11.903 V,  20.145 W
 Wed Apr 23 14:18:50 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.903 V,  20.115 W
 Wed Apr 23 14:19:00 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.795 A,  11.903 V,  20.166 W
 Wed Apr 23 14:19:10 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.926 V,   0.792 A,  11.926 V,  20.184 W
 Wed Apr 23 14:19:20 2014, 00:1e:c0:81:71:33,  32.4 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.949 V,   0.792 A,  11.926 V,  20.175 W
 Wed Apr 23 14:19:30 2014, 00:1e:c0:81:71:33,  32.3 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:19:40 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:19:50 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:20:00 2014, 00:1e:c0:81:71:33,  32.3 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:20:10 2014, 00:1e:c0:81:71:33,  32.3 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.903 V,   0.792 A,  11.926 V,  20.163 W
 Wed Apr 23 14:20:20 2014, 00:1e:c0:81:71:33,  32.4 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:20:30 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.903 V,   0.792 A,  11.926 V,  20.104 W
 Wed Apr 23 14:20:40 2014, 00:1e:c0:81:71:33,  32.4 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.903 V,  20.115 W
 Wed Apr 23 14:20:50 2014, 00:1e:c0:81:71:33,  32.5 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.790 A,  11.903 V,  20.086 W
 Wed Apr 23 14:21:00 2014, 00:1e:c0:81:71:33,  32.4 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.926 V,   0.792 A,  11.926 V,  20.184 W
 Wed Apr 23 14:21:10 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:21:20 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:21:30 2014, 00:1e:c0:81:71:33,  32.3 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:21:40 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:21:50 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:22:00 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.926 V,   0.792 A,  11.926 V,  20.125 W
 Wed Apr 23 14:22:10 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:22:20 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.926 V,  20.134 W
 Wed Apr 23 14:22:30 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.926 V,  20.134 W
 Wed Apr 23 14:22:40 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.903 V,  20.115 W
 Wed Apr 23 14:22:50 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:23:00 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:23:10 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:23:20 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.795 A,  11.926 V,  20.184 W
 Wed Apr 23 14:23:30 2014, 00:1e:c0:81:71:33,  32.2 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.903 V,  20.115 W
 Wed Apr 23 14:23:40 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:23:50 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:24:00 2014, 00:1e:c0:81:71:33,  31.8 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:24:10 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:24:20 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.926 V,  20.134 W
 Wed Apr 23 14:24:30 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:24:40 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:24:50 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:25:00 2014, 00:1e:c0:81:71:33,  32.1 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:25:10 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.903 V,   0.792 A,  11.926 V,  20.104 W
 Wed Apr 23 14:25:20 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:25:30 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:25:40 2014, 00:1e:c0:81:71:33,  32.0 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:25:50 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:26:00 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.926 V,   0.792 A,  11.926 V,  20.184 W
 Wed Apr 23 14:26:10 2014, 00:1e:c0:81:71:33,  31.8 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.903 V,  20.136 W
 Wed Apr 23 14:26:20 2014, 00:1e:c0:81:71:33,  31.9 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:26:30 2014, 00:1e:c0:81:71:33,  31.8 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.926 V,  20.134 W
 Wed Apr 23 14:26:40 2014, 00:1e:c0:81:71:33,  31.8 C,   1.063 V,     1,       1,       0,     1  0.900 A,  11.949 V,   0.792 A,  11.926 V,  20.205 W
 Wed Apr 23 14:26:50 2014, 00:1e:c0:81:71:33,  31.7 C,   1.063 V,     1,       1,       0,     1  0.895 A,  11.926 V,   0.792 A,  11.903 V,  20.106 W
 Wed Apr 23 14:27:00 2014, 00:1e:c0:81:71:33,  31.6 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.903 V,   0.792 A,  11.903 V,  20.115 W
 Wed Apr 23 14:27:10 2014, 00:1e:c0:81:71:33,  31.6 C,   1.063 V,     1,       1,       0,     1  0.897 A,  11.926 V,   0.792 A,  11.926 V,  20.154 W
 Wed Apr 23 14:27:20 2014, 00:1e:c0:81:71:33,  31.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.718 A,  11.949 V,  17.517 W
 Wed Apr 23 14:27:30 2014, 00:1e:c0:81:71:33,  30.9 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:27:40 2014, 00:1e:c0:81:71:33,  30.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:27:50 2014, 00:1e:c0:81:71:33,  29.9 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:28:00 2014, 00:1e:c0:81:71:33,  29.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:28:10 2014, 00:1e:c0:81:71:33,  29.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:28:20 2014, 00:1e:c0:81:71:33,  29.1 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:28:30 2014, 00:1e:c0:81:71:33,  28.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:28:40 2014, 00:1e:c0:81:71:33,  28.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:28:50 2014, 00:1e:c0:81:71:33,  28.8 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:29:00 2014, 00:1e:c0:81:71:33,  28.7 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:29:10 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:29:20 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:29:30 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:29:40 2014, 00:1e:c0:81:71:33,  28.8 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:29:50 2014, 00:1e:c0:81:71:33,  28.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:30:00 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:30:10 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:30:20 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:30:30 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:30:40 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:30:50 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:31:00 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.972 V,   0.720 A,  11.949 V,  17.612 W
 Wed Apr 23 14:31:10 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:31:20 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:31:30 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:31:40 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:31:50 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:32:00 2014, 00:1e:c0:81:71:33,  28.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:32:10 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:32:20 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:32:30 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:32:40 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:32:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:33:00 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:33:10 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:33:20 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:33:30 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:33:40 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:33:50 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:34:00 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:34:10 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:34:20 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:34:30 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 14:34:40 2014, 00:1e:c0:81:71:33,  28.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:34:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:35:00 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:35:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:35:20 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:35:30 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:35:40 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:35:50 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:36:00 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:36:10 2014, 00:1e:c0:81:71:33,  28.7 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:36:20 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:36:30 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:36:40 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 14:36:50 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:37:00 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:37:10 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 14:37:20 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 14:37:30 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:37:40 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:37:50 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:38:00 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 14:38:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 14:38:20 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 14:38:30 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 14:38:40 2014, 00:1e:c0:81:71:33,  28.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:38:50 2014, 00:1e:c0:81:71:33,  28.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 14:39:00 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:39:10 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 14:39:20 2014, 00:1e:c0:81:71:33,  28.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 14:39:30 2014, 00:1e:c0:81:71:33,  28.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
